SORT;THEMA;Variabele;Label;Definitie;Bron;Peildatum;Verschijningsfrequentie
3871;Bedrijvigheid functie;BHwp_ovg;Werkzame personen overig  (hoofdfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de hoofdfunctie 'overig'. De hoofdfunctie 'overig' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. De Dienst Ruimtelijke Ordening (DRO) heeft de definitie van overige vestigingen in Amsterdam bepaald. Dit zijn vestigingen met de SBI-codes van landbouw, visserij, delftstoffenwinning en overig. Het aantal werkzame personen wordt bepaald op een peildatum.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
3881;Bedrijvigheid functie;BHwp_bank;Werkzame personen bank (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'bank'. 

De deelfunctie 'bank' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. Dit zijn vestigingen met de SBI-codes van financiële instellingen (64). 

De deelfunctie bank valt onder de hoofdfunctie kantoren.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
3891;Bedrijvigheid functie;Bhwp_verz;Werkzame personen verzekeringen (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'verzekeringen'.

De deelfunctie 'verzekeringen' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. Dit zijn vestigingen met de SBI-codes van Verzekeringen en pensioenfondsen (geen verplichte sociale verzkeringen) (65) en waarborgfondsen (66293). 

De deelfunctie verzekeringen valt onder de hoofdfunctie kantoren.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
3901;Bedrijvigheid functie;Bhwp_zakdnst;Werkzame personen zakelijke diensten (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'zakelijke diensten'.

De deelfunctie 'zakelijke diensten' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie zakelijke diensten valt onder de hoofdfunctie kantoren.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
3911;Bedrijvigheid functie;Bhwp_ovkantoor;Werkzame personen overige kantoren (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie óverige kantoren'. De deelfunctie 'overige kantoren' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie overige kantoren valt onder de hoofdfunctie kantoren.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
3921;Bedrijvigheid functie;Bhwp_winkvestdg;Werkzame personen winkels dagelijkse goederen (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'winkels dagelijkse goederen'. De deelfunctie 'winkelvestigingen dagelijkse goederen' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie winkelvestigingen dagelijkse goederen valt onder de hoofdfunctie winkels.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
3931;Bedrijvigheid functie;Bhwp_winkvestndg;Werkzame personen winkels niet-dagelijks (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'winkels niet-dagelijkse goederen'. De deelfunctie 'winkelvestigingen niet-dagelijkse goederen' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie winkelvestigingen niet-dagelijkse goederen valt onder de hoofdfunctie winkels.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
3941;Bedrijvigheid functie;Bhwp_polbrand;Werkzame personen politie/brandweer (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'brandweer'. De deelfunctie 'politie en brandweer' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie politie / brandweer valt onder de hoofdfunctie Voorzieningen.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
3951;Bedrijvigheid functie;Bhwp_ond;Werkzame personen onderwijs (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'onderwijs'. De deelfunctie 'onderwijs' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel.

De deelfunctie politie / brandweer valt onder de hoofdfunctie Voorzieningen.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
3961;Bedrijvigheid functie;Bhwp_gezzorg;Werkzame personen gezondheidszorg (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'gezondheidszorg'. De deelfunctie 'gezondheidszorg' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Gezondheidszorg valt onder de hoofdfunctie Voorzieningen.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
3971;Bedrijvigheid functie;Bhwp_welz;Werkzame personen welzijnszorg (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'welzijnszorg'. De deelfunctie 'welzijnszorg' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Welzijnszorg valt onder de hoofdfunctie Voorzieningen.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
3981;Bedrijvigheid functie;Bhwp_cult;Werkzame personen cultuur (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'cultuur'. De deelfunctie 'cultuur' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Cultuur valt onder de hoofdfunctie Voorzieningen.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
3991;Bedrijvigheid functie;Bhwp_SR;Werkzame personen sport en recreatie (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'sprt en recreatie'. De deelfunctie 'sport en recreatie' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Sport en recreatie bank valt onder de hoofdfunctie Voorzieningen.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4001;Bedrijvigheid functie;Bhwp_ho;Werkzame personen hotel (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'hotel'. De deelfunctie 'hotel' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Hotel valt onder de hoofdfunctie Horeca.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4011;Bedrijvigheid functie;Bhwp_re;Werkzame personen restaurant (deelfunctie);"De deelfunctie 'restaurant' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Restaurant bank valt onder de hoofdfunctie Horeca.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4021;Bedrijvigheid functie;Bhwp_ca;Werkzame personen cafe (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'cafe'. De deelfunctie 'cafe' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Cafe valt onder de hoofdfunctie Horeca.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4031;Bedrijvigheid functie;Bhwp_ovhrc;Werkzame personen overige horeca (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'overige horeca'. De deelfunctie 'overige horeca' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Overige horeca valt onder de hoofdfunctie Horeca.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4041;Bedrijvigheid functie;Bhwp_indbw;Werkzame personen industrie / bouw (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'industrie / bouw'. De deelfunctie 'Industrie / Bouw' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Industrie / Bouw valt onder de hoofdfunctie Bedrijven.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4051;Bedrijvigheid functie;Bhwp_onderh;Werkzame personen onderhoud / reparatie (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie onderhoud / reparatie. De deelfunctie 'onderhoud / reparatie' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Onderhoud / Reparatie valt onder de hoofdfunctie Bedrijven.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4061;Bedrijvigheid functie;Bhwp_handel;Werkzame personen handel (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'handel'. De deelfunctie 'handel' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Handel valt onder de hoofdfunctie Bedrijven.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4071;Bedrijvigheid functie;Bhwp_VOT;Werkzame personen vervoer, opslag, telecommunicatie (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'vervoer, opslag, telecommunicatie'. De deelfunctie 'Vervoer, vestigingen, telecommunicatie' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Vervoer, opslag, telecommunicatie valt onder de hoofdfunctie Bedrijven.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.   ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4081;Bedrijvigheid functie;Bhwp_medfilm;Werkzame personen media / filmproductie (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie media / filmproductie. De deelfunctie 'media / filmproductie' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Media / filmproductie valt onder de hoofdfunctie Bedrijven.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4091;Bedrijvigheid functie;Bhwp_ovbedr;Werkzame personen overige bedrijven (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'overige bedrijven'. De deelfunctie 'overige bedrijven' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Overige bedrijven valt onder de hoofdfunctie Bedrijven.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4101;Bedrijvigheid functie;Bhwp_lvd;Werkzame personen landbouw/visserij/delfstof (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'landbouw / visserij / delfstofwinning'. De deelfunctie 'landbouw/visserij/delfstoffenwinning' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. 

De deelfunctie Landbouw/Visserij/ Delfstoffenwinning valt onder de hoofdfunctie Overig.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4111;Bedrijvigheid functie;Bhwp_overig;Werkzame personen overig (deelfunctie);"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'overig'. De deelfunctie 'overig' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel

De deelfunctie Overig valt onder de hoofdfunctie Overig.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4121;Bedrijvigheid sectie;BHvesta ;Vestigingen landbouw, bosbouw en visserij;"Aantal vestigingen met de sectiecode A: Landbouw, bosbouw en visserij. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4131;Bedrijvigheid sectie;BHvestb ;Vestigingen winning van delfstoffen;"Aantal vestigingen met de sectiecode B: winning van delfstoffen. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4141;Bedrijvigheid sectie;BHvestc ;Vestigingen  industrie;"Aantal vestigingen met de sectiecode C: Industrie. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4151;Bedrijvigheid sectie;BHvestd ;Vestigingen energiebedrijven;"Aantal vestigingen met de sectiecode D: Energiebedrijven. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4161;Bedrijvigheid sectie;BHveste ;Vestigingen  waterwinning en afvalverwerking;"Aantal vestigingen met de sectiecode E: Waterwinning en afvalverwerking. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4171;Bedrijvigheid sectie;BHvestf ;Vestigingen bouwnijverheid;"Aantal vestigingen met de sectiecode F: Bouwnijverheid. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4181;Bedrijvigheid sectie;BHvestg1 ;Vestigingen groothandel;"Aantal vestigingen met de sectiecode G1: Groothandel. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4191;Bedrijvigheid sectie;BHvestg2 ;Vestigingen detailhandel;"Aantal vestigingen met de sectiecode G2: Detailhandel. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4201;Bedrijvigheid sectie;BHvesth ;Vestigingen transport en logistiek;"Aantal vestigingen met de sectiecode H: transport en logistiek. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4211;Bedrijvigheid sectie;BHvesti ;Vestigingen horeca;"Aantal vestigingen met de sectiecode I: Horeca. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4221;Bedrijvigheid sectie;BHvestj ;Vestigingen informatie en communicatie;"Aantal vestigingen met de sectiecode J: Informatie en communicatie. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4231;Bedrijvigheid sectie;BHvestk ;Vestigingen financiele instellingen;"Aantal vestigingen met de sectiecode K: Financiele instellingen. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4241;Bedrijvigheid sectie;BHvestl ;Vestigingen handel, verhuur onroerend goed;"Aantal vestigingen met de sectiecode L: Handel, verhuur onroerend goed. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4251;Bedrijvigheid sectie;BHvestm ;Vestigingen advisering en onderzoek;"Aantal vestingen met de sectiecode M: Advisering en onderzoek. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4261;Bedrijvigheid sectie;BHvestn ;Vestigingen overige zakelijke dienstverlening;"Aantal vestigingen met de sectiecode N: Overige zakelijke dienstverlening. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4271;Bedrijvigheid sectie;BHvesto ;Vestigingen overheid;"Aantal vestigingen met de sectiecode O: Overheid. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4281;Bedrijvigheid sectie;BHvestp ;Vestigingen onderwijs;"Aantal vestigingen met de sectiecode P: Onderwijs. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
